source_id,source_url,source_author,source_date,cite_date,notes,stone_name_fi,event_date,location_info,stone_name_en,stone_name_sv
stejskal1954,https://digi.kansalliskirjasto.fi/teos/binding/2100584?term=dr%C3%A4ngsten&page=146,Maximilian Stejskal,1954-01-01,2025-10-22,"D 1. Att lyfta sten har enligt SFLD s. 57 varit en »vida spridd» sed. En dylik sten får beteckningen löftesten (Sm, EU 215—13; Vr, ULMA 2128:3 s. 1, 10), löttesten (Sm, LUFS 9280:26), lyftning (Vm, ULMA 4906 s. 22, 37), löftingar (Gä, ULMA 9060 s. 512), kämpasten (Sm, EU 8908, 215), kampasten (Sm, EU 215), kamphäva (Sm, ULMA 92:43 s. 76), kappastenar (Sm, LUFS 6730:39), drängsten (Nä, ULMA 1914 s. 28; Vg, EU 25984-27), drängalyft (Sm, EU 5582), drängalötten (Sm, EU 37597). Andra benämningar är pojkestenar eller herestenar (Vg, EU 27), bjässestenar (Vg, EU 1202,-34), kyrkklot (Vg, ULMA 2750:4 s. 322), kringlet sten (Sm, ULMA 2155:10 s. 82). Dessa lyftstenar är mycket vanliga (Ög, EU 215-13) och finns i vissa socknar i alla byar (Vg, THS 27). Det omtalas 30 st. lyftstenar i en gård (Up, ULMA 3266:2 s. 7). Se kap. 1 s. 30 not.",,,,,
valokuvapaulaharju1928,https://www.finna.fi/Record/museovirasto.8319F7526E14A0B65CD5DCF49C0369E9,Samuli Paulaharju,1928-01-01,2025-10-19,"(KUVA) Porasen tuvan väkikivi
Paulaharju, Samuli , kuvaaja 1928",Porasen tuvan väkikivi,,,,
perhojokilaakso13012021,https://www.perhonjokilaakso.fi/artikkeli/perinnenyrkki-porasen-poikien-latoa-urakoivat-samuli-paulaharjun-kuvassa-viitalan-pojat,Samuli Paulaharju,2021-01-13,2025-10-22,"Perhonjokilaaksossa 6.1. julkaistu kansatieteilijä Samuli Paulaharjun kuva Porasen poikia rakentamassa omaa latoa oli tuttu perholaiselle Eero Viitalalle. Pieninä rakennusmiehinä ahkeroivat hänen tuolloin 6-vuotias isänsä Martti Viitala (vasemmalla) ja setänsä Tauno ja Tenho Viitala vuonna 1928. Lad

",Porasen tuvan väkikivi,,,,
kotiliesi19290815,https://digi.kansalliskirjasto.fi/aikakausi/binding/914090?page=14,,1929-08-19,2025-12-01,"Mutta vain vaateorsien vaalijaksi ja tupakoreaksi ei nuorta naurusuista Liisaa Kinniään tuotu. Hän tiesi kyllä hyvin jo tullessaankin, että heti oli nuorikon miehen rinnalla käytävä raskaimpiinkin ulkotöihin ja tätä varten hän oli tuonut tullessaan omat tutut työkalunsakin: kassaran, sirpin, viikatteen, kirveen ja perukuokan.
Mutta kun suuri ja komea Marjaana, oikein kuuluisa työnraataja, tervametsien koloaja ja väkikivien nostaja samoihin aikoihin tuli Kyyjärven Nopolasta Perhon Jylhäseen miniäksi, oli hänellä vaateva-
rustusten, sekä huone- ja talouskalujen lisäksi mukanaan kaikki työkalut, mitä miehetkin tarvitsevat. Oli kolme kirvestä ja piilu neljäs, neljä viikatetta, sirppi ja kassari, perukuokka ja kytökuokka, talikko, kolme navaria, kolme höylää, kahdet kärryt ja reki sekä ketun ja sudenraudat.",,,,,
carsten1886,https://yksa.disec.fi/Yksa4/id/173170514560200?direction=previous&rd=0#tab/basic,Carstén,1886-01-01,2025-10-24,Kertomus Haapajärven kihlakunnan muinaisjäännöksistä. Jättiläisten väkikivet s. 35,,,,,
kangas2014,https://www.finna.fi/Record/digi.122743?sid=5165041424,Svante Kangas,,2025-10-24,"Tuomas Rönkkö oli harvinaisen kookas ja voimakas mies. Hän oli kotoisin Sonkajärveltä ja tuli Ivaloon maantien tekoon. Tarina kertoo kuinka hän nosti ojasta valtavan kiven miesvoimin. Tapaus oli sen verran harvinainen, että kiveä alettiin kutsua Rönkönkiveksi. Voimamiehelle tapahtui kaikenlaista elämän varrella. Eräällä putkareissulla hän joutui painiotteluun miehen kanssa, joka osottautui hänen veljekseen.  ",Rönkönkivi,,,,
virtaranta1960,https://www.finna.fi/Record/museovirasto.858E9FFFDE339CDD18429EC7CABD505A?sid=5165041424,Helmi Virtaranta,1960-10-16,2025-10-24,"(KUVA) Niittahon Jussi näyttää suurta kiveä, jonka Ysö-Pekka oli jaksanut nostaa",Ysö-Pekan väkikivi,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-18598?sid=5165041424,Esko Aaltonen,1950-01-01,2025-10-24,"Juuka, Forssan museo",forssanmuseo1950,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-18783?sid=5165043911,Esko Aaltonen,1950-01-01,2025-10-24,"Juuka, Forssan museo",forssanmuseo1950,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-17937,Esko Aaltonen,1950-01-01,2025-10-24,"Juuka, Forssan museo",forssanmuseo1950,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-17899,Esko Aaltonen,1950-01-01,2025-10-24,"Juuka, Forssan museo",forssanmuseo1950,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-17812,Esko Aaltonen,1950-01-01,2025-10-24,"Juuka, Forssan museo",forssanmuseo1950-2,,,,
,https://kinoregina.fi/elokuva/160962/,Markus Pölönen,,,"Kivenpyörittäjän kylä, Juuka",,,,,
vaasa08121926,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1709207?page=2,,1926-12-08,,Ylistaron KylänpäässS Mikkilän mäellä näytetään erään talon pihamaalta lvonnon hiomaa pallomaista kiveä. Se on niin iso että mies jaksaa sitä nostaa m utta ei viskata. Tekotavaltansa on se niin säännöllinen kuin mikäkin mestarinäyte.,,,,,
savonmaa14081937,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2093120?page=6,,1937-08-14,2025-11-19,"Friman, joka Huoruutensa parhaat vuodet täällä toimi, on jättänyt pysyvän muistan savonrantalaisten mieliin. Pappina hän vakavuudella., mutta samalla ystävällisenä ja usein toverillisena toimitti tehtävänsä. Mutta erikoisesti kiertelevät laajemmaltikin kertomukset hänestä näiltä ajoilta voimamiehenä, joka milloin hevosenkenkiä veti suoraksi, milloin nosteli hevosia ja rekiä tiepuoleen, milloin näytteli punnuksilla ja väkikivillä voimannäytöksiä jne. Savonrannan keski-iän ja vanhemman polven ihmiset muistavat hyvin hänet.",,,,,
seura01121937,https://digi.kansalliskirjasto.fi/aikakausi/binding/763312?page=26,,1937-12-01,2025-11-19,"VOIMAMIEHIÄ ON MONENLAISIA
Omalaatuisimpia nykyisin elävistä voimamiehistämme on eurajoke-
lainen Frans Wahlros, joka samalla on ikiliikkujan keksijä ja paljon muutakin. VVahlrosin nykyinen asuinpaikka on pienessä korpikylässä Eurajoen tien varrella, mutta kotoa häntä tapaa harvoin. Jos maakunnassa vain on joitakin »kissan ristiäisiä», niin kyllä VVahlros on myös siellä. Erikoisen maineensa voimamiehenä hän on hankkinut siten, että lyö vetoa suurten kivien, viljasäkkien ym. kantamisesta. Hän kuuluukin nostavan hartioilleen sadan kilon säkin aivan vaivattomasti ja vääntelevän sellaisia kiviä, joita ta-
valliset miehet eivät saa liikahf; maankaan.",,,,,
kakisalmelainen01011954,https://digi.kansalliskirjasto.fi/aikakausi/binding/1736568?page=4,,1954-01-01,2025-11-19,"Kylän miekkoset olivat tietoisia Juhanan tulosta ja eikös vain heille johtunut koiruus mieleen ja niinpä miehet vierittivät keskelle tietä suurimman kiven minkä irti saivat. Juhana tuli aikanaan myös kiven luo, pysäytti ajokkinsa, katseli hetken kiveä ja astuen rattailta tuumiskeli: ""Katsos kun ovat pikkupojat käyneet leikkimässä."" Nappasi kiinni kiveen ja heilautti sen yli aidan. Heilautti siitä huolimatta, että se oli todella melkoinen pulteri. Oli ainakin se kivi, mitä isäni aikoinaan minulle näytteli ja kertoili tapahtuneesta. Kivennostelua kerrotaan Juhanan harjoittaneen myös Ostamon kujasilla. Siellä oli kuulema kylän miehillä kujasten vieressä voimankoijtoskivi ja ken sitä sai liikautettua, häntä pidettiin miehenmittaisena. Sattui sitten kerran Juhanalle Myllypellon matka ja Ostamon kujasia ajaessaan näki kiven, muisti sen tarkoituksen ja pysäytti jälleen ajokkinsa, astahti tielle ja kiven viereen. Koetteli sen painoa, koetteli toisenkin kerran ja niin nappasi koko miehisen voiman koetuskiven yli kujasten aidan",,,,,
suomenurheilulehti30041914,https://digi.kansalliskirjasto.fi/aikakausi/binding/882358?page=5,,1914-04-30,2025-11-19,"Kuuluisimpana Suupohjan entisajan voimamiehenä mainitaan Tohni-niminen mies. Hän on ottanut osaa Kyrön kirkon rakentamiseen. Jälkimaailmalle muistoksi vieritti hän kirkon muurille yksin kiven, jota ei kymmenen miestä jaksanut kuletella.",Tohnisen äijän kivi,,"62.704369587846976, 23.79658029315242",,
elamaapyyntipaikalladdmmyyyy,https://bin.yhdistysavain.fi/1587815/M7oL4RR7ygF62TC2zcfq0Y3s7l/Elamaa_pyyntipaikalla.pdf,,yyyy-mm-dd,2025-11-19,Korvan padon patopäivät: Könkään patokentällä oli mm. pyöreä väkikivi jota jokainen itseään voimamieheksi luuleva pyrki nostamaan. Erityisesti sunnuntait muodostuivat uteliaiden sivullisten käyntipäiviksi. Kivi painaa 137 kg.,Könkään patokentän väkikivi,,,,
viikkosanomat19230630,https://digi.kansalliskirjasto.fi/aikakausi/binding/1735486?page=11,,1923-06-30,2025-12-02,"Tämän poika Siltalan Kustavi nuorena taas oli voimamies. Kyläkunnan miesten väkikivi oli jossakin aidan vieressä, ja oli se niin raskas tavallisille miehille, ittä vain kaksi miestä koko kyläkunnasta jaksoi sitä hieman liikutella. Kun Kustavi kulki kerran siitä paikasta sivuitse, uin hän heitti kyläkunnan miesten väkikiven aidan taakse. Pahana olivat miehet pitäneet, kun olivat kuulleet Siltalan Kustavin voimateosta. Nämä jutut ovat niiltä ajoilta, jolloin ei vielä ollut järjestettyjä urheilukilpailuja pistemääräyksineen. Mutta voimainmittelyä ja muuta sukkeluuden näyttöä täytyi silloinkin olla. Yhteen tultua vedettiin väkikalikkaa, nostettiin väkikiveä, painiskeltiin, hyppäiltiin",Siltalan Kustavin väkikivi,,,,
vaasa30051923,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1508123?page=3,,1923-05-30,2025-12-15,sama kuin yllä,Siltalan Kustavin väkikivi,,,,
canadanuutiset19071923,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2786500?page=3,,1923-07-19,,sama kuin yllä,Siltalan Kustavin väkikivi,,,,
suomenmatkailijayhdistyksenvuosikirja01011898,https://digi.kansalliskirjasto.fi/aikakausi/binding/925866?page=47,,1898-01-01,2025-12-02,"Nimellisiä kiviä: Muukilaisten rajamerkiksi sanotaan Lehtimäellä noita vähäisillä kivijaloilla seisovia väkikiviä, joita ei tähän aikaan voida miehissäkään huiskuttaa. Valtarin mäellä kerrotaan olevan neljä yhdessä rivissä, joka käy erään peuranhaudoistaan tunnetun harjanteen poikki. Pylväiden väliä sanotaan olevan noin 150 askelta. Siitä pylväsrivistä kuuluu vielä poikkeavan toinen rivi mäkeä pitkin, mutta siinä on vaan kaksi pylvästä. Tässä esiintyvä Muukilaisnimi varmaankin vaan on paikallismuoto Munkkilaisnimestä, joka samoin kuin Nunnanimikin on ehtinyt saada myytillisen merkityksen rahvaan käsityksessä.",Muukilaisten rajamerkki,,,,
suomenmatkailijayhdistyksenvuosikirja01011898,https://digi.kansalliskirjasto.fi/aikakausi/binding/925866?page=48,,1898-01-01,2025-12-02,"Nimellisiä kiviä: Siikajoessa on Gananderin mukaan kaksi kiveä Kiljonkivi ja Koljonkivi, joiden väliä, noin 100 aironvetoa, sanotaan Koljon suvannoksi. Kivet ovat tarinan tieten kahden kilpailevan jättiläisen Kiljon ja Koljon heittämiä.",Kiljon ja Koljon kivet,,,,
pyrkija19140515,https://digi.kansalliskirjasto.fi/aikakausi/binding/954028?page=6,P. P-a,1914-05-15,2025-12-02,"Piirteitä Pohjois-Karjalaisista kansanhuveista ja ajanviettotavoista entisaikaan: Väkikivennosto oli myös suosittu kesäinen urheilu. Pihassa tai lähistöllä oli usein eri kokoisia kiviä vallanvasten väkikiviksi varattuja. Nämä kivet säilyivät välistä useamman sukupolven ajan omilla sopivasti valituilla paikoillaan esim. pellon pientarella. Jatkuvan harjoituksen kautta saavutettiin väkikivennostossa erinomaisia, myöhempää polvea ihmetyttäviä tuloksia. Kyllä muistaa näiden rivienkin kirjoittaja hämmästyksensä, kun hänelle näytettiin isoisänßä väkikivi. Poika ei ollut saanut sitä tuumaakaan nousemaan ja pojanpoika tuskin muuten kuin kankien avulla. Polvi heikkonee!",,,,,
kansakoulunlehti15081893,https://digi.kansalliskirjasto.fi/aikakausi/binding/940036?page=5,,1893-08-15,2025-12-03,"Kansan vanhoista voimisteluliikkeistä; sormikoukun, kissanhännän ja väkikartunvetämisestä sekä syli-, hartia- ja vyöpaininheittämisestä, hypyistä ja väkikivien nostamisista kantaa moni varomattomuutensa ja liiallisen rohkeutensa muistona vammoja vanhuutensa loppuun asti.",,,,,
kalajokilaakso22011931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1844398?page=2,,1931-01-22,2025-12-05,"Voimistelun ja urheilun merkitys on moninainen: Sitä todistaa myöskin se nykyisen vanhemman polven nuoruudenaikainen tapa kokoontua yhteen nostelemaan „väkikiveä“, painimaan, vetämään köyttä tai juoksemaan leskistä",,,NA,,
taisteluun10121929,https://digi.kansalliskirjasto.fi/aikakausi/binding/906180?page=24,,1929-12-01,2025-12-05,"Entisajan urheilua: lujat työmiehet kun saattoivat olla laajaltikin kuuluja ja samalla haluttuja. Että työkilpa on kuulunut tavalla tai toisella esivanhempiemme ""huvitteluun"" jo muinaissuomalaisena aikana, siitä ei liene epäilystä. — Nykyään tämä kilpailutapa kuulunee jo muistojen joukkoon. Voitaisiin näet puhua mitä moninaisimmista otteluista, urheilupeleistä ja kilpaleikcistä, kuten kiekonlyönti, sylipaini, väkikiven nosto, kissanhäntä, niskanuora y.m., joista jo kirjallisiakin tietoja on olemassa ainakin 1700--luvulla, mutta vaikeus on vain siinä, tutkimus kun on vasta alullaan, mitä voi laskea ""muinaissuomalaisten"" harjoittamiksi, mitä ei. Ettei erilaisista urheilutavoista ole ollut puutetta, saattaa arvata jo siitä, että urheilu- ja leikkityyppejä on laskettu löytyvän Suomessa noin 500. Vienan-karjalaisilta, aunukselaisilta, inkeriläisiltä ja vepsäläisiltä tehtyjen muistiinpanojen nojalla saattaisi ehkä jokunen urheiluleikki palautua n.s. yhteissuomalaiselle ajalle asti, mutta niistä ei vielä tällä kertaa uskalleta lausua mitään varmaa. ",,,,,
pohjolanvartio01051929,https://digi.kansalliskirjasto.fi/aikakausi/binding/1100296?page=15,,1929-05-01,2025-12-05,"Hiukan sunnuntain vietosta ja pesäpallopelistä kansallispelinä.: Jo entisaikaan on esi-isillä ollut omat sunnuntai-ilonsa ja tapansa. Kuitenkaan ei ole vielä siihen aikaan ollut mitään yhteistä ilo- tai leikkitapaa yli koko maan, vaan tavallista on ollut, että sunnuntaisin on kokoonnuttu määrättyihin paikkoihin iloa pitämään, itsekullakin paikkakunnalla omalla tavallaan. Useissa paikoin on ollut pallonlyönti yleisin, toisissa visakiekko tai joku kapulan heitto, ja siinä sivulla on ollut väkikiven nostot, sylipainit ja monet muut urheilulliset pelit ja leikit, joissa on kylänkin kunniaa puolustettu.",,,,,
jokamiehenviikkolehti29031913,https://digi.kansalliskirjasto.fi/aikakausi/binding/709968?page=9,,1913-03-29,2025-12-05,"Kaartilainen: Koko Hoskavaaran kylän miehistä oli Mikko pisin ja sitäpaitsi vahvin. Tämä Mikon voimain runsaus tuli näkyviin „kissan hännän"" ja sormikoukun vedossa, sekä kiven nostossa ja sylipainissa. Ja että lastu-Mikko niissä voiton vie tiedettiin koko pitäjässä. Miehet olivat kokoontuneet pihamaalle „väkikiveä"" nostamaan. Se oli suuri kivi eikä noussut koholle keltään.
— No, lastu-Mikko, tahi kaartilainenhan sinä olet, tuleppas ja kohota kivi.
— Tuommoisen mukulan nosto on leikkiä ettei oikein viitsisi, mutta voihan tuota koettaa, sanoi Mikko ja ähkien ja puhkuen känysi kiven kimpussa, joka tosin kohosikin ylös.",,,,,
hakkapeliitta28071936,https://digi.kansalliskirjasto.fi/aikakausi/binding/1108799?page=19,,1936-07-28,2025-12-05,"Ja kaikkia noita ominaisuuksia osasi Kalle käyttää. Vain väkikiven nostossa ja väkikartun vedossa muutamat kylän suurimmat miehet hänet voittivat, eivät muussa, vaikka otteluita järjestettiin talven mittaan joskus hyvinkin paljon. Sillä tuo näennäisesti heiveröinen, kalpeaposkinen mies sai hyvin helposti houkutelluksi jonkun oudon voimamiehen kanssaan sylipainin heittoon, joka oli oikein Kallen erikoisala.",,,,,
liitto20031913,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1265176?page=1,,1913-03-20,2025-12-05,"Urheiluharrastuksista: Joloskylän n.-s:n talolla 23/ 13 piti Ewil Leskelä seuraawan puheen: Monesti olemme kuulleet wanhempien miesten hehkuwin, innostunein mielin kertoelewan niistä walwotuista waloisista kesäöistä, jotka louolle roihuwien, sawuawien terwahautojen ääressä kirppaa (katajainen 4 tuumaa ytkä karttu jota koiwukepillä maalikiwen luota lyötiin) ja palloa lyöden sekä painien ja terwatynnyreitä ja wäkikiwiä nostellen wietettiin. Kuinka monesti olemme kuulleet wanhojen miesten kiistelewän sitä, ken pallo-
silla ja kirpalla ollessa oli maalin tai „ämmä-kiwen"" paras suojelija, ken rskin painissa, tai wäkikiwen ja hyppypölkyn nostossa, ken käsikartun wedossa tai kiwen haitossa paras oli. Ei sillä ettei nykyään paikkkannaltamme löytyisi aineksia joisa woitaisiin kehittää kykyjä jotka woisiwat näyttää kuntoaan waikka Olyrbian kisoissa, sillä sitä todistaa täystäisen terwa-„puolikon"" kanto takkewitassa pitkiä rappusia myölen kirken harjalle, seki wakikiwen nostot ja erään pojan juoksu 1 km. maikalla täällä pidetyissä juoksukilpailuissa w. 1910.",,,"Ylikiiminki, kiiminki",,
savo04091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/449692?page=3,,1888-09-04,2025-12-05,"Nurmeksen maalais-yhdistyksen kilpailuhuwit: Paras ampuja ampui 15 senttimeetriä, 54 naulan painoista nostettiin 50 kertaa, wäkikiwen nostossa kohosi 47 leiwiskää, 54 sekunnissa juostiin 340 meetriä, paras aitumus ponnahti 63 tuumaa. Nämä jo muita mainitsematta todistawat, että: „wiel' on woimaa Suomessa, miehiä ja miehuutta"". Naisillakin oli kilpailunsa. Heidät sidottiin liinalla sokoksi ja annettiin sitten käteen sakset, joilla heidän tuli leikata poikki joku wartaasta riippuwa lanka, johon woitto oli ripustettu. Sitä oli kyllä hupainen katsoa, mutta samalla johtui siitä myöskin mieleen naisen asema entisinä ja nykyisinä päiwinä. Naista näet johdattanee wain yhä sokea sallimus. Sitä pitää wain mennä teppuroida etehen päin, sattui sitte päämaaliin tahi ei. Kun miesten pitää tarkistaa järkensä, silmänsä ja kaikki muut woimansa, niin täytyy naisen waan säkkipäänä töllöttää. Ampumisesta: 1:sen palk., 20 mk., Antti Koukkari, 15 sentim., 2:sen 12 mk., Juho Kiiskinen, 17 sentim., 3:nen 8 mk., kirjuri K. E. Turunen, 20 sentim., ja 4:nen, 4 mk., yliopp. K. Relander 24 sentim. Wäkikiwen nostosta: 1:sen palk., 1 mk. 50 p., Pekka Tolonen, nosti 47 L8, 2:sen, 1 mk., Olli Moilanen, nosti 47 L2, ja 3:nen, 50 p., Taawi Tinnonen, nosti 44 L8. Painojen nostosta: 1:sen palk., 1 mk. 50 p., Olli Tolwanen, nosti 54 [naulaa] 50 kertaa, 2:sen, 1 mk., Pekka Newalainen, nosti saman 26 kert., ja 3:nen, 50 p., Wille Piironen, nosti saman 13 kert. Korkeushypystä: 1:sen palk., 1 mk. 50 p. F. Sikanen, hyppäsi 63 tuum., 2:sen, 1 mk., A. Rantanen, hyppäsi 60 tuum., ja 3:nen, 50 p., M. Puoskari. aiwan nuori, hyppäsi 45 tuum. Kuulan heitosta: 1:sen palk., 1 mk. 50 p., Pekka Newalainen, heitti 16 [naulan] pain. kuulan 36 jalk., 2:sen, 1 mk., Olli Tolwanen, heitti saman 32 jalk., ja 3:nen, 50 p., Olli Eskelinen, heitti saman 32 jalk. Pituushypystä: 1:sen, 1 mk., T. Sikanen, hyppäsi 14½ jalk., ja 3:nen, 50 p., P. Newalainen, hyppäsi 14 jalk.",,,"Nurmes, Mikonniemen juhlakenttä",,
hameensanomat14091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/21046?page=3,,1888-09-14,2025-12-05,"Kotimaalta. — Suomalaisten woimaa. Paras wäkikiwen nostaja Nurmeksen maalaisyhdistyksen toimeen panemien kansanhuwien yhteydessä pidetyssä kilpailussa, työmies Pekka Tolwanen, kohotti kerrallaan 47 leiw. Talollisen poika Olli Tolwanen nosti 54 naul. painawaa punttia 50 kertaa. Talollisen poika Pekka Newalainen wiskasi paikoiltaan ilman wauhditta 16 n. painoista kuulaa kokonaista 36 jalk. Tämän ohessa olkoon mainittuna, että äskettäin nosti Nurmeksessa maanwiljelijä Olli Mustonen 34 naul. painoista punttia aina 450 kertaa ja itse nostaminen kesti säännöllisesti noin 50 minuttia! Kun sen lisäksi tietää, ettei hän ennen ollut tällaista nostamista erityisesti harjoittanut, niin woi helposti arwata, kuinka kestäwän täytyy jo tällaisen miehen olla, sanoo Tapio",,,"Nurmes, Mikonniemen juhlakenttä",,
suomalainenwirallinenlehti13091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/418418?page=2,,1888-09-13,2025-12-05,"Kotimaalta. — Suomalaisten woimaa. Paras wäkikiwen nostaja Nurmeksen maalaisyhdistyksen toimeen panemien kansanhuwien yhteydessä pidetyssä kilpailussa, työmies Pekka Tolwanen, kohotti kerrallaan 47 leiw. Talollisen poika Olli Tolwanen nosti 54 naul. painawaa punttia 50 kertaa. Talollisen poika Pekka Newalainen wiskasi paikoiltaan ilman wauhditta 16 n. painoista kuulaa kokonaista 36 jalk. Tämän ohessa olkoon mainittuna, että äskettäin nosti Nurmeksessa maanwiljelijä Olli Mustonen 34 naul. painoista punttia aina 450 kertaa ja itse nostaminen kesti säännöllisesti noin 50 minuttia! Kun sen lisäksi tietää, ettei hän ennen ollut tällaista nostamista erityisesti harjoittanut, niin woi helposti arwata, kuinka kestäwän täytyy jo tällaisen miehen olla, sanoo Tapio",,,"Nurmes, Mikonniemen juhlakenttä",,
wiipurinuutiset12091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/59291?page=3,,1888-09-12,2025-12-06,"Kotimaalta. — Suomalaisten woimaa. Paras wäkikiwen nostaja Nurmeksen maalaisyhdistyksen toimeen panemien kansanhuwien yhteydessä pidetyssä kilpailussa, työmies Pekka Tolwanen, kohotti kerrallaan 47 leiw. Talollisen poika Olli Tolwanen nosti 54 naul. painawaa punttia 50 kertaa. Talollisen poika Pekka Newalainen wiskasi paikoiltaan ilman wauhditta 16 n. painoista kuulaa kokonaista 36 jalk. Tämän ohessa olkoon mainittuna, että äskettäin nosti Nurmeksessa maanwiljelijä Olli Mustonen 34 naul. painoista punttia aina 450 kertaa ja itse nostaminen kesti säännöllisesti noin 50 minuttia! Kun sen lisäksi tietää, ettei hän ennen ollut tällaista nostamista erityisesti harjoittanut, niin woi helposti arwata, kuinka kestäwän täytyy jo tällaisen miehen olla, sanoo Tapio",,,"Nurmes, Mikonniemen juhlakenttä",,
urheilija01011932,https://digi.kansalliskirjasto.fi/aikakausi/binding/864026?page=19,,1932-01-01,2025-12-05,"Kenttä: Vanhat ja viisaat ukot sanovat sanasen vastaan ja vaikenevat. Ehkä he muistavat omaa nuoruuttaan, voimia, jotka on puskettu
turhuuteen housunkauluspainissa, väkikiviä, jotka makaavat jossakin sammaloituneina ja unhoittuneina, kesäisiä sunnuntaipäiviä ja öitäkin, jolloin rääkätty nahkapallo oli lentänyt levottomana, ylen turhia, mutta riemullisia mutkia.",,,,,
