source_id,source_url,source_author,source_date,cite_date,notes,stone_name_fi,event_date,location_info,stone_name_en,stone_name_sv
keskipohjanmaa01091932,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1862721?page=5,,1932-09-01,2025-12-05,"Urheilua ja voimistelua on Kaustisella harrastettu jo vanhoista ajoista saakka. Urheiluvälineisiin kuului ~väkikivet”, ,,kissanhäntä”, kärrynpyörät ym. Lisäksi kilpailtiin sormikoukun vedossa, sylipainin heitossa sekä juoksussa.
Väkikivi oli miehen nostettava kivimöhkäle. Sellaisista oli kuuluisin ~rukiisen leivän kivi”, jonk a voi nostaa rukiisen leivän miehet. Kissanhäntää vedettiin kapulasta useimmin toisella kädellä. Se mies, kenen kouriin kapula viimeksi jäi. Kärrynpyöriä heitettiin ylös rinnoille tai yli pään. Väkevämmät tekivät tämän toisella kädellä. Kilpailuja syntyi missä vain miehiä enempi koolle sattui, mutta myöskin häätPaisuuksissa niitä järjestettiin ja näissä oli usein lyhemmän matkan juoksua.
Voimamiehiä oli sellaisia, joiden tekoja nykyinen polvi taruna kuuntelee. Kerrotaanpa vieläkin kaskuja ~Mosalan Äijästä” eli ~Isosta Mosalaisesta”, jok a Kokkolassa tervan viennissä ollessaan antoi voimamiehen vastauksen, kun herrat kyselivät tervan laatua. Mosalainen lupasi näyttää. Kävi tervakuormalleen, aukaisi ~ison tynnyrin pruntin”, pisti keskisormensa reijästä sisään ja kantoi tällä tynnyrin korkeita rappuja ylös herrojen huoneeseen. Herrat ostivat tervan ilman muuta ja lisäksi tarjosivat voimamiehelle pari ryyppyä. Kerran markkinoilla ollessaan vaihtoi Mosalainen hevosia, sai hyvän kaupan, niin nosti hevosen tallinyliselle. Toiset akoivat jälestäpäin kaupan purkaa, mutta eivät saanet hevosta tallinylisiltä pois, vaikka Mosalainen lupasi kaupan purkaa. ~Poukka Eljas” oli myös voimamies, kuuluis a sylipainin heittäjä ja hurja juoksija. Niin ikään on vielä ~Iso Matti”, „Paksu Äijä”, ym., joilla on mitä erilaisimpia voimatekoja nimissään. Olipa ~Finnin Lassi” nostanut rukiisen leivän kiven ja lisäksi viisitoista ~märkää särkiä päällä”.
Totta on, että edellämainitut miehet ovat olleet tavallista kookkaimpia ja voimakkaampia. Varsinkin Mosalan Äijä, joka on ollut oikea jättiläinen ruumiinrakenteeltaan. Tällä kannalla oli urheiluolot varsin myöhään. Vast a kahtena viime vuosikymmenenä alkoi urheilu saada nykyiset muodit nuorisoseurojen vaikutuksesta. Niinpä ensimmäiset kesäurheilukilpailut toimeenpantiin Lappajärven n:seuran aluepiirin kesäjuhlien yhteydessä n.s. Eevanniemellä v. 1905. Sitä ennen oli jo toimeenpantu talvella hiihtokilpailuja, ensimmäiset Köyhäjoella",Rukiisen leivän kivi,,Kaustinen,,
savonsanomat06081932 ,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1911824?page=2,,1932-08-06,2025-12-05,"Saattaa olla joskus häviökin hyväksi, että ei tulla liian ylpeiksi. Sittenpähän riittää parantamisen varaa. Tässä täytyy keksiä suomalaisten uusia konsteja kultamitalien hankkimiseksi, kun entiset eivät enää auta. Ennenhän sitä nostaa vinnattiin väkikiveäkin niin, että melkein joka kylässä oli sillä alalla maailmanmestareita, mutta olympialaisten painonnostossa ei näkynyt olevan yhtään suomalaista kilpailijaa. Jos olisi
ollut, niin voitto olisi tullut varmasti meille. Alkakaapas, hartiakkaat miehet, harjoitella väkikiven nostoa tulevia olympialaisia varten.",,,,,
kaleva11031939,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2000370?page=14,,1939-03-11,2025-12-05,"Ensimmäiset huomattavimmat hiihtokilpailut Pohjois-Suomessa pidettiin jo kymmenen vuotta aikaisemmin kuin ensimmäinen Oulun Hiihto. Vuonna 1879 järjestettiin nimittäin Tyrnävällä hiihtokilpailut, joista on tähän mennessä saatu vain hyvin vähän teitoja. Sen aikaisessa lehtiuuti sessa tosin kerrotaan, että Tyrnävällä oli maaliskuun 23 p:nä 1879 »kilpailuhiihtäjäiset», joissa osanottajia oli noin 70 ja joissa neljälle etevimmälle jaettiin palkintojakin, ensimmäiselle 3:—, toiselle 2:— ja kahdelle seuraa valle 1 mirkka rahassa. Uutisessa ei kuitenkaan mainita, kuka voitti kilpailun ja keitä olivat muut palkinnonsaajat, paitsi että neljän parhaan joukossa oli yksi neitonenkin. Miehet ja naiset näyttävät siis kilpailleen s tasavertaisina» samassa sarjassa. Kilpailun voitti tyrnävällä siiloin hyvin tunnettu urheilija ja väkikiven nostaja Antti Ollila, jonka väkikiven nostosta on paikkakunnalle jäänyt sananparsi; »Mielii ja mielii niinkuin Oililan Antilla» ( = yrittää ja yrittää). Toiseksi tuli kilpailussa alatemmekseltä kotoisin oleva »Susi-Suutariksi» kutsuttu mies, jonka oikeata nimeä ei muisteta, kun sitä ei juuri koskaan käytetty.
Kolmannen ja neljännen paliknnon saajia ei kertojamme muistanut, mutta heistä toinen oli joka tapauksessa nainen. Kilpailut lienee järjestänyt silloinen Tyrnävän kirkonkylän kansakoulun opettaja Härkönen.",,,Tyrnävä,,
savonsanomat16011908 ,https://digi.kansalliskirjasto.fi/sanomalehti/binding/686849?page=2,,1908-01-16,2025-12-105,"Paawo ei ollut yksinäisyydessä eläwä murjottaja, jollaiseksi hänet olisi luullut kaswoista katsoen, waan oikea harrastusten mies. Hänellä oli useampia tuttawia kuin monella kauniimmalla, sillä jokainen tiesi että minkä asian Paawo ottaa ajaakseen, niin ei sitä keskeytä muu kuin kuolema ja lawantauti. Mutta Paawo ei ottanutkaan harrastaakseen yhtä-aikaa kaiken maailman asi oita. Yksi asia kerrallaan ja lujasti, se oli hänen työjärjestyksensä. Nuoruuden ikäkaudella, jalloin muut katselewat itselleen elämän kumppania, oli Paawo saanut wäkikiwen nostoharrastuksen. Sitä ei kestänyt monta wuotta, mutta niin kokonaan se piti wallassaan, ettei hän tullut katsoneeksikaan hamewäkeen päin. Paawon huomio oli niinä wuosina kääntynyt wankimman näköisiin miehiin ja niiden täytyi olla peräti wälinpitämättömiä woimainsa suuruudesta, jos eiwät suostuneet wäkikiwen nostoon.",,,Peltoniemi,,
suomalainenvirallinenlehti29101900,https://digi.kansalliskirjasto.fi/sanomalehti/binding/701839?page=1,,1900-10-29,2025-12-05,"Niinpä on tänä kesänä tullut ilmi muuan pronssikautinen hautaraunio Perniön pitäjässä Kirjakkalan tehtaasen kuuluwalla Tattaraisten niemellä. Se oli 14 m. pituinen ja 10 m. lewyinen, miehen nostannaisista kiwistä kasattu kumpu, jonka pohjan muodosti wäkikiwistä ladottu pyöreälainen kiwitys. Tämän latomuksen alta löytyi m. m. pieni koristeltu pronssiweitsi, joka on warhaisemman pronssikauden muotoa ja iältään Mooseksen aikuinen, s. o. toisen wuosituhannen loppupuoliskolla e. Kr. Samasta rauniosta on ennen löytynyt piikiwinen keihäänkärki. Raunion tutkimuksen suoritti maisteri I. Ailio.",,,"Perniö, Tattaraistenniemi",,
karjalansanomat29101910,https://digi.kansalliskirjasto.fi/sanomalehti/binding/647663?page=3,,1910-10-29,2025-12-05,"Kotiseutututkimus. Wäkikiwi, jota yli yhdeksänkymmenen wuoden wanhat muistawat heidän nuorena ollessaan nuorten miesten nostelleen, on Mattisenlahden kylätien rawissa, Jytisewän mäen rinteessä.
Toinen yhtä yleisesti nuorien „woimien mittapuuna"" käytetty wäkikiwi, on ollut Yläpihan mäellä. Mutta on taitanut jo häwitä.
Ennen oli sunnuntaisin kesäaikoina hywin yleisesti harjoitettu tällaista „portsaamista"". Kuuluja wahwoja oli kylässä ollut.",,,Mattisenlahti,,
suomenurheilulehti01041911,https://digi.kansalliskirjasto.fi/aikakausi/binding/882323?page=12,,1911-04-01,2025-12-06,"Haapaveden hiihtomiehiä, Matti Ritola: Ennenkuin käymme kertomaan nuoremmista hiihtäjistä, on syytä mainita eräs nimi, joka on muistiin merkittävä tunnetun Haapaveden suksimallin isänä ja osaltaan sen kehittäjänäkin. Ritolan isäntä on myös kova hiihtäjä ja on ensimäisen palkinnon ottaja ensimäisissä Haapaveden hiihtokilpailuissa noin 30 vuotta takaperin, sitäpaitsi on hän innokas urheilun harrastaja. Eipä Ritolasta vieras juuri päässyt, ennenkuin oli talon isännän kanssa »kissanhäntää» vetänyt, väkikiveä nostanut t. m. s.",,,Haapavesi,,
karjalainen17071920,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1414433?page=2,,1920-07-17,2025-12-06,"Pohjoiskarjalaisia entisajan Urheilutapoja: 4. Väkikiven nosto. Ennen vanhaen oli vahvin mies se, joka suurinman kiven jaksoi maasta keholle nostaa. Väkiki ven nosto: — kutensltä nimitet tiin — oli nuorten miesten varsinainen voimannäyte. Sitä harjoitettiin varsinkin pyhä-iltoina, jolloin yksiin paikkoihin nuoria miehiä yhteen kokoontui. Kunnian tähden ponnistivat silloin muutamat niin paljon, että tulivat alaisinpuolin vaivaisiksi. Silloin oli sivultakatsojain jännittävää seurata, kuinka urho
haki kiven nurkia, joihin voi kopransa kiinnittää ja kiekauttaa kiven maasta koholle.",,,Juuka,,
kainuunsanomat06091934,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1843995?page=3,,1934-09-06,2025-12-06,"Vanhemman kansan pitäisi muistaa, ettei maailma aina pysy samanlaisena ja että nykyajan urheilu on vaan vanhan polven aikaisten ”voimakoetusten” jalostettu muoto. Pidettiinhän ennenkin voimaa ja voimaihmistä suuressa arvossa: Onhan Talas-Eerat ia muut kainuulaiset kuulut voim »miehet vielä tuoreessa muistissai Väkikiven nosto, svlipaini ja muut entisajan ”koetukset” ovat muuttaneet muotoa ja. tulleet monipuolisemmiksi. Ja totta onkim että nykyajan urheilu on juuri näistä entisajan voimankoetuksista saanut alkunsakin. Ja entäs entisajan koskenlasku ja sauvominen, mätäs nekään muuta olivat kuin itsetiedotonta urheilua;,",,,,,
kaleva04111911,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1234687?term=w%C3%A4kikiweksi&page=5,,1911-11-04,2025-12-06,Pennalan kankaalla on kiwi kuin pieni heinäsuowa; on sanottu Tennawaarin wäkikiweksi,Tennavaarin väkikivi,,,,
keskisuomalainen11061938 ,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2024495?term=v%C3%A4kikivi&page=5,,1938-06-11,2025-12-06,"Hietaman seudun voimamiehiä.
;Hei hallaa, Saarijärvelt ollaan, ja minä se olen Saarijärveltä Parantajan Matti.■> Tässä pari säettä Saarijärveltä, johon Hietama vajaat 30 vuotta sitten kuului. Ketäs kuuluisuuksia täällä oli», kysyin 83- vuctiaalta Lepolan papalta. Voima ja tappelumiehiäkö tarkoitat? Tuolla on isävainajan väkikivi. Hän heitti sen aidan yli, eikä sitä monikaan maasta ylös saanut. Veli-Jussi nosti 15 vanhaa kappaa ruista kolmasti yhdellä kädellä selkäänsä maahan laskematta. Uljas Manninen kantoi 40 isoa ruislyhdettä elohangolla yhdellä kertaa riiheen ja isäsi kantoi 100 kiloa ruista Karppaalasta Kiimasen rantaan lepäämättä välillä kertaakaan, toisessa kädessä 10 kilon sokeritoppa Matkaa oli noin 2 km. Olihan niitä sitten vielä Eerolan ja Parantajan veljekset. Kuikan Aleksi heitti pienessä soutuveneessä selkäänsä 120 lit-
raa rukiita.",,,"Hietama, Saarijärvi, Keski-Suomi",,
pohjoissavo06061936,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2073203?term=v%C3%A4kikivien&page=3,,1936-06-06,2025-12-09,"Suurena ja hyvänä lupauksena piti hra Färling sitä, että painonnosto pyritään yleistyttämään. Jos terveelle maaseudulle ominaiset ja perinteelliset väkikivien ja kärrynakselien nostoharrastukset, kuten hän sanoi, vinkaan siitä tietoinen, että piirimme ohjaillaan jalostettuihin muotoihin, on urheiluelämään on kulkeutunut uusia, maallamme paljon ja painavaa sanoiennen ""kokemattomia” virtauksia, tavana kansainvälisillä kilpakentillä.",,,,,
wiipurinsanomat22011890,https://digi.kansalliskirjasto.fi/sanomalehti/binding/480555?term=w%C3%A4kikiwe%C3%A4&page=2,,1890-01-22,2025-12-09,"Usein kuulee wanhain miesten moittiwan „nykyisten nuorten"" ta poja. Sattui tuo moite kerran menemään tähän suuntaan: „ei sitä meidän nuorina ollessa sentään niin wiinaa himoittu kuin nykyiset nuoret joisiwat, jos sitä heillä waan niin olisi saatawina, kuin oli ennen meillä. Eikä niitä osannut waatia kaikkia huwituksiakaan, mitä nykyiset nuoret. Milloin oli joutohetkiä ja nuoria sattui koolle, niin miehet nostiwat „wäkikiweä"", wetiwät „karttua"", „sormikoukkua"", „kissanhäntää"" j. n. e.",,,,,
kokkola27051913,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1255292?term=w%C3%A4kikiwi%C3%A4&page=2,,1913-05-27,2025-12-09,"Mutta ajattelepas — sinäkin tunnustat olewasi suomalainen ja eiwätkö ne olleet juuri suomalaisia esi-isiämme, jotka jalkasin taiwalsiwat peninkulmien pituisia taipaleita. Jokunen wuosisata taaksepäin asteli perholainen kymmenen peninkulmaa Kokkolan kirkolle mennäkseen, eikä surrut hän lähtiessään waiwojansa. Silloin kun wäsytti, poikettiin polun wiereen istumaan. Lähteestä otettiin wirkistäwä ryyppy ja siellä täällä matkan warrella oli wäkikiwiä, jotka saiwat urheiluwälineen wirkaa toimittaa.",,,,,
savo09101924,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1462788?term=w%C3%A4kikiwen&page=5,,1924-01-09,2025-12-09,"Mikkelin vietosta Kaavilla: Hurjaa Vauhtia ajoimat ratsumiehet määrätyn mattan ja se, jota ensin maa liiN pääsi, sai toettaa uudestaan nsien lilpailisain tanc>sa. Joka aitti tilpailijat moitti, se oli sen 'uoden kuuluisin juotsija pitäiä-ösä. stifta tapana näiittää miestenkin joimaa wäkikiwen nostossa ja soul. ""ornoiinatoittelnatin siten, että poli »oispäässä vitäjää asumat käwiwät iouttotaisteluun eteläpäässä pitäjää asumien kanssa.",,,"Varislahden kylä, Kaavi",,
kakisalmensanomat24091909,https://digi.kansalliskirjasto.fi/sanomalehti/binding/655069?term=w%C3%A4kikiwe%C3%A4&page=2,,1909-09-24,2025-12-09,"Ennen järjestelmällisen urheilun aikoja on maalaisnnorisomme jo urheillut tawallaan. Kylien kujilla on sunnuntai-illoin lyöty kiekkoa, nostettu wäkikiweä, wedetty wäkikapulaa ja sormikoukkua j. n. e. Tällaisesta nuorison ajanwietosta on lyhyt askel nykyaikaiseen woimisteluun ja urheiluun. Ja siksi juuri woimistelu ja urheilu on saattanut lyhyenä aikana käydä niin yleiseksi maassamme.",,,,,
kaiku15121912,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1224132?term=w%C3%A4kikiwen&page=4,Kauppis-Heikki,1912-12-15,2025-12-09,"Peltoniemen isäntä Paawo, joka nuoruuswuotensa oli ollut wäkikiwen nostoharrastuksissa, eikä niiltä ollut joutanut itselleen eukkoa ottamaan, todistelee meille mainiolla laskutaidollaan miten kalliiksi emäntä talossa tulisi. Naapurit häntä hieman narrinaan pitäwät ja asioillaan juoksuttawat ja me seuraamme häntä hywätuulisina.",,,,,
itasuomensanomat16081902,https://digi.kansalliskirjasto.fi/sanomalehti/binding/631892?term=w%C3%A4kikiwe%C3%A4&page=2,,1902-08-16,2025-12-09,"Kalle: Ha ha haa, — kuka sinua kehtaa lahjaksi lyödä; mutta jos tahdot wapaaksi päästä, on sinun kolme kertaa nostettawa tuota wäkikiweä, siitä
saadaan nähdä: onko sinusta korwen perkojaksi. Lupaatko sen? Aatami: Sen lupaan mielelläni, — nostan jos jaksan —",,,,,
keskisuomalainen10051928,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1553608?term=w%C3%A4kikiwe%C3%A4&page=4,,1928-05-10,2025-12-09,"Sunnuntain wiettoa entisaikaan.
Wanhan miehen muistoja Ähtäristä:  Ei ollut nuorisolla silloin sitä suurta rahanmenoa , jonka pyhäiltaisct iltamat tänä aikana wiewät. Mutta urheiltiin sitä siihenkin aikaan. Nuoret miehet nostiwat wäkikiweä, heittiwät wisalielkoa, hyppäsiwät tynnyrihnppyä, painimat j.irc. Kasmukeskiset taas heittiwät pilppua, iviskmiwat lanttia, heittiwät !knningasia ja sotamiestä j.n,e.",,,,,
tampereensanomat31011890,https://digi.kansalliskirjasto.fi/sanomalehti/binding/468468?term=w%C3%A4kikiwe%C3%A4&page=2,,1890-01-31,2025-12-09,"Wiipurin sanomista painatamme tähän
„Pysy hywässä seurassa, niin tulet samankaltaiseksi"",
Usein kuulee wanhain miesten moittiwan „nykyisten nuorten"" tapoja Sattui tuo moite kerran menemään tähän suuntaan: „ei sitä meidän nuorina ollessa sentään niin wiinaa himoittu, kuin nykyiset nuoret joisiwat, jos sitä heillä waan niin olisi saatawina, kuin oli ennen meillä. Eikä niitä osannut waatia kaikkia huwituksiakaan, mitä nykyiset nuoret. Milloin oli joutohetkiä ja nuoria sattui koolle, niin miehet nostiwat „wäkikiweä"", wetiwät „karttua"", „sormikoukkua“; „kissanhäntää j. n,e.",,,,,
vakkasuomi18091909,https://digi.kansalliskirjasto.fi/sanomalehti/binding/786464?term=w%C3%A4kikiwe%C3%A4&page=2,,1909-09-18,2025-12-09,"Päinwaskoin harrastus urheiluun on synnynnäisesti weressämme. Ennen järjestelmällisen urheilun aikoja on maalaisnuorisomme jo urheillut tawallaan. Kylien kujilla on sunnuntai-illoin lyöty kiekkoa, nostettu wäkikiweä, wedetty wäkikapulaa ja sormikoukkua j. n. e. Tällaisesta nuorison ajanwietosta on lyhyt askel nykyoikaiseen woimisteluun ja urheiluun. Ja siksi juuri woimistelu ja urheilu on saattanut lyhyenä aikana käydä niin yleiseksi maassamme.",,,,,
uusisuomi18011937,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1802537?term=v%C3%A4kikive%C3%A4&page=5,Aaro A. Nuutinen,1937-01-18,2025-12-09,"Hyrynsalmelta: Esimerkiksi kautta maan tunnettu pitkäpartainen ”Parkanon parooni, Gustaf Wrede hän, oli aikoinaan täällä aluemetsänhoitajana. Hänet nimitettiin metsäherraksi tänne muistaakseni vuotena 1883. Parkanoon hän muutti täältä viidettäkymmentä vuotta takaperin. Hän tuli tunnetuksi täällä rehtiytensä ja vaatimattomuutensa vuoksi. Patooni käytti usein oudon näköistä sarkaista pukua ja hänen käytöksensä oli jonkun verran tavallisuudesta poikkeavaa päähänpistoineen ja leikillisine kujeineen. Hän painiskeli, veti sormikoukkua ja nosteli väkikiveä talonmiesten ja tukkijätkien kanssa. Hän oli
aina hyvätuulinen ja ystävällinen.",,,Hyrynsalmi,,
satakunta01111882,https://digi.kansalliskirjasto.fi/sanomalehti/binding/64279?term=w%C3%A4kikiwe%C3%A4&page=2,,1882-11-01,2025-12-09,"Onnen vaiheet: Woimia alettiin koetella. Painia heitettiin, kissanhäntää ja wäkikarttua wedettiin sekä nostettiin wäkikiweä. Rossin Risto woitti toiset, paitsi Hiskiä ja Jukkaa, jotka eiwät koetuksiin osaa ottaneet. Jukkaa ei Risto ollut koskaan woittanut. Sanottiin hänen tahallansa jättäwän aina ystäwälleen woiton. Jukan ei tehnyt mieli muiden kera koitella woimiansa. ""Koska minä woitan Riston ja hän woittaa teidät, niin tiedättehän sen koettamattakin, kuka wäkewin on"", hän sanoi.",,,,,
iltalehti05101929,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1539134?term=v%C3%A4kikivi%C3%A4&page=4,,1929-10-05,2025-12-09,"Urheiluapostolina Lapissa: Monessa muussa paikassa on urheiluharrastus kerrassaan ilahduttavaa, mutta koko hyvin asuttu Ounasjokivarsi, suurin osa Tornionjokilaaksoa ja monet seudut Kemijoen varressa elävät vielä pimeydessä tässä suhteessa. Vanhat miehet kyllä kertovat, että ennen heidän nuorena ollessaan miehet pyhäpäivisin nostelivat »väkikiviä», ja löivät palloa, pistettiinpä välistä painiksikin. Suosituin painimuoto tuntui olleen kauluspaini, jossa tartutaan kiinni vastustajan housunkauluksesta ja heilautetaan töppöset taivasta kohti. Tervankeittoseuduilla on ennen ollut tynnyrintekijöillä tapana kiivetä siitä, kuka on jaksanut hypätä useampaan tynnyriin. Tynnyrit asetettiin riviin ja hyppääjä asettui niistä ensimmäiseen sekä hyppäsi sitten tynnyristä tynnyriin. Riua 12:sta tynnyristä.
Talvipuhteina vedettiin sormikoukkua, kissanhäntää ja niskanauhaa, joskus lyötiin painiksikin. Mutta nykyisin valitettiin yleisesti nuorten mieluummin istuvan korttien ääressä tai seurustelevan väkijuomien kanssa kuin antautuvan viattomiin ki-
sailuihin.",,,,,
kuluttajainlehti27031929,https://digi.kansalliskirjasto.fi/aikakausi/binding/3187689?term=v%C3%A4kikive%C3%A4&page=14,,1929-03-27,2025-12-09,"Se on varmaankin perintö csissiltämme, jotka eivät koskaan muulloin olleet niin mielityössään kuin silloin, kun he saivat väkikiveä vääntää, sylipamid heittää tai käsikarttua kiskoa katselijoin innostu-
neina seuratessa tiimellystä.",,,,,
savo09101888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/449778?term=w%C3%A4kikiwe%C3%A4&page=3,,1888-01-09,2025-12-09,"Matkoillani satuin erääsen taloon, jota sanottiin wanhaksi ja siinä olikin todistuskappaleita siihen kylliksi. Heti kartanoon tultua pisti silmääni jotain ijäkkäisyyden tapaista. Kartano oli suuri. Huonerakennuksia kaikkiaan joku kymmenkunta. Mutta mikä oli merkillistä: ei yhtään huonetta ollut katettuna muilla katto-aineilla kuin tuohilla. Taisi kuitenkin kartanosta ulompana seisowa hiilihuone olla päreillä katettu, mutta muita ei näkynyt.. Minä riensin wasun ääreen, jossa oli wanhan aikaisia paperia koottu säilöön. Kuitit oli jykewästä paperista, monilehtisiä, waan ei umpisuomalainen saanut muuta selwää kuin wuosiluwun, joka oli wanhimmaksi säilyneessä 1788, ja maksajan nimen, kumminkin Pehr, jolla tarkoitettiin Pekkaa. Sitte katseltiin kaikkia tawaralootia ja paljon siellä oli, jotka muistuttiwat menneistä ajoista, eikä kaikkia kalistimia woinut ymmärtääkään, mitä niillä on tehtynä. Kuleksiessamme aittojen luota toiselle, kehoitti talon mies minun nostamaan erästä tien wierellä olewaa kiweä. Minä näin, kun se oli pienten kiwien päälle laitettu, että on sitä muutkin koettaneet, enkä malttanut olla yrittämättä. „Ei tämä minulta nouse, kohonneeko muiltakaan"" sanoin, kun ei kiwi ruwennut änähtämään. „Nousee se muutamilta. Mutta tämän talon wanhain miesten kerrotaan se käsiwaralla nakanneen sywän kuopan pohjalta ja olisi kuulon mukaan pitänyt sanoa, että „siinä on tulewalle miespolwelle wäkikiweä."" „Niin, ehkä owat kahden miehen wiskanneet."" „Ei kuin yksinään."" „No jospa lienewät kiwisiä peltoja myllistäessään woimistuneet niin wäkewiksi"" myönsin minä.",,,,,
tapio05091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/61611?term=w%C3%A4kikiwen&page=3,,1888-09-05,2025-12-09,"Kansan huwit Nurmeksessa
pidettiin kauppalan kentällä elokuun 25 p:nä. Huwit oli toimeen pannut Nurmeksen maalais-yhdistys ja erosiwat ne tawallisista kansan huweista siinä, että näissä palkittiin myös hywät kyntäjät, ojan kaiwajat ja käsitöitten tekijät.W asta jonkun ajan perästä alkoiwat pienemmät palkintokilpailut soudussa, juoksussa, hyppäämisessä, wäkikiwen ja painojen nostossa sekä kuulan heitossa. Juoksuun ja hyppäämiseen owat talonpojat kerrassaan tottumattomia eikä heiltä näissä olekkaan mitään erinomaisempaa odotettawissa, mutta mitä kolmeen wiimmeksi mainittuun kilpailuun tulee, osoittiwat Nurmekselaiset, että heissä wielä on tallella esi-isiensä terwettä woimaa ja etteiwät he tarwitse häwetä ruwetessaan woiman koetuksiin kenen kanssa ja missä tilaisuudessa hywänsä.",,1888-08-25,"Nurmes, kauppalan kenttä",,
kaiku28041928,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1541473?term=V%C3%A4kikiven&page=4,,1928-04-08,2025-12-09,"Tässä Limingan asioita käsittelemään tarkoitetussa lehdessä ei liene aivan sopimatonta muistella erästä entisajan isäntää, joka eli viime vuosisadan alkupuolella ja keskivaiheilla ja kuoli noin 50 vuotta sitten. Se mies oli maanviljelijä Erkki Sunila Limingasta, josta aikanaan paljon puhuttiin ja nykyaikanakin usein mainitaan ja muistellaan. Erkki Sumia omisti aikanaan Sunilan, Ursalan ja Jussilan maatilat ja ehkä vielä muitakin maita, joten talo oli suuri, käsittäen noin -i manttaalia, joka oli todella suuri määrä yhden miehen hallussa täällä Pohjosessa.
..Sunilan ukko"", jolla nimellä häntä melkein yleensä mainittiin ja nytkin vielä mainitaan, oli etevä maanviljelijä, reipas työnteettäjä ja kaikin puolin sopiva ja esimerkiksi kelpaava isontalon isäntä. Työn teon tapa oli ensiluokkaista ja tapahtui se suurimmaksi osaksi kilpailun merkeissä.V. äkikiven nosto, väkikartun veto, näppipölkyn nosto y.rn. sekä pallon lyönti huvitti häntä kovasti. Sunnuntai iltasin omat miehet ja kylän miehet saivat palloa ilyödä Sunilan suurella pihamaalla pari kolme tuntia, jolloin ukko seurasi koko ajan sitä ja oli iloinen. Kun määräaika
tuli, sanoi hän. että tuota, tuota, nyt heitetään pois. Ja silloin se myös loppui, vaikka leikki olisi mihin jamaan jäänyt.",,,Liminka,,
