source_id,source_url,source_author,source_date,cite_date,notes,stone_name_fi,event_date,location_info,stone_name_en,stone_name_sv
virtainahtarinalavudenkuortaneentoysansanomat23061927,,,1927-06-23,2025-12-14,"Ennen maailmassa nostettiin väkikiviä ja vedettiin väki kalikkaa Ja joskus myöskin painittiin. Kaikki nämä kysyivät voimaa ja urheutta ja näiltä ajoiltapa Heneväitkin nimitykset: voimailu ja urheilu. Näinä arkoina heitedään, hypitään ia suostaan. Näissä kysytään nokkeluutta
ia kestävyyttä.",,,,,
savokarjala30051900,https://digi.kansalliskirjasto.fi/sanomalehti/binding/559405?term=w%C3%A4kikiwen&page=2,,1900-05-30,2025-12-14,"Waroittawa wahinko. Wiime sunnuntaina Wäinölänniemellä kansanjuhlassa oli kilpailuna m. m. wäkikiwen heittoa. Eräältä heittäjältä luiskahti kiwi siwulle ja kimposi läheisyydessä seisowaan yleisöön, seurauksella, että muutamalta mieheltä puhkesi pää. Mies täytyi heti toimittaa lääkärin apua saamaan. Tällaiset urheilut waatisiwat katsojien pysymään loitommalla.",,,,,
kaiku03081938,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1995840?term=v%C3%A4kikiven&page=3,,1938-08-03,2025-12-14,"Se Porho-Ville oli tosiaan jo haamasta poika, vekkulista asti sellainen itsensä kehuja. Aina tahtoi hän poikasakissa, kun dl kysymys jostakin urheilusta, esimerkiksi kuulantyönnöstä. väkikiven nostosta, tahi muusta sellaisesta, niin' hänen tarkoituksensa oli, että hänen piti näissä olla aina voiman oikealla puolen.",,,,,
kaiku03041905,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1044167?term=w%C3%A4kikiwen&page=3,,1905-04-03,2025-12-14,"Kansan nuorison huwiharrastukset.: Mitä nyt tulee nuorison hupiharrastuksiin joissakin osissa maakuntaamme saamme hawaita, että siinä todellakin on taantuminen tapahtunut. Tässä erityisesti tarkoitetaan semmoista nuorisoa, joka pysyy ja tahtoo pysyä ulkopuolella järjestyneestä, joskin höllästikin järjestyneestä nuorisosta. Ennen, nyt kysymyksessä olewa nuoriso, käytti joutoaikansa monenlaisiin woiman koitoksiin, urheiluun, joista mainittakoon wäkikiwen nosto ja -heitto monessa eri muodossa, paininlyönti, wäkikariun- ja koukkusormen weto, sekin monessa muodossa, hyppäys- juoksu, palloleikit y. m. Tanssia niinikään käytettiin, mutta epäilemättä järkiperäisemmin kun nyt. Kunnioitus wanhempaa wäestöä kohtaan ilmeni nuorisossa selwästi; milloin järjestykselle muistuttawa waatimus tehtiin heidän puoleltaan, se todellakin otettiin kuulewiin korwiin.
Semmoisissa huwittui nuorison aika silloin. Mutta toista on nyt. Juoppoutta harjoittiwat ennen osa wanhoista miehistä, mutta nyt nuoret. Kortinpelausta harjoittiwat muutamat retumiehet, nyt järkiään nnoret miehet ja wanhempaa wäkeä wastaan riidellessään tässä asiassa, selittäwät he pelinsä olewan „wiatonta leikkiä"", jota „herratkin"" harjoittawat. Todellakin kuwaawaa mistä päin tapa on kotoisin!",,,,,
liitto14021935,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2052933?term=v%C3%A4kikiven&page=4,,1935-02-14,2025-12-14,"Kirje Rantsilasta.
Liitossa n:o 33 olleen kirjoituksen johdosta joka koski Rantsilan Sipolankylän Ry. uuden Pyrinnön talossa- vietetyltä iltamia, tahtoo allekirjoittanut sanoa muutaman sanan koska edellä olleen kirjoituksen ..Mitä on tehtävä” kirjoittaja ruotii raittius- ja nuorisoseuroja siitä, että heidän toimintansa on madaltunut. Siinä samassa tilaisuudessa oi; kyllä muistelmia vielä vanhemmalta ajalta, jolloin täällä, niinkuin muuallakin on tapana ollut pitää min sanottuja nurkkatansseja, jotka on joko voinut olla jonkun talon riihirakennuksessa tai vieläpä maantiesillallakin. Silloin miesten urheiluharrastuksena on ollut väkikiven nosto, voimain mittely tai muu sellainen joka joskus on voinut johtaa jou k k o tappe luu n. 1 ilanne ei ole niin alhainen kuin edellinen kirjoittaja on kuvannut. Me emme voi sietää sellaisia solvauksia minään muuna kuin kahvipuheina. Meidän pyrkimyksemme on nykyisen valistavan hengen, mukainen, tahdomme tuoda nuorisolle korkeampaa, kauniimpaa ja jalompaa pohjaa. ",,,,,
kokkola15071913,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1255274?term=w%C3%A4kikiwen&page=3,,1913-07-15,2025-12-14,"Urheilu on nykyaikaisessa nuorison elämässä saanut enemmän järjestelyn ja monipuolisemman muodon, kuin entisaikain paininheitto, wäkikiwen nosto, pallonlyönti eli kopilla olo ja kissanhännän sekä koukkusormen weto oliwat. Urheilun on ennen waikuttanut eli toimeen saanut kaswawa ja ilmaisumuotoja kaipaawa woima, joka ruumiillisen waurastumisen ijässä pyrkii näyttäytymään. Osaksi on asian laita wielä nytkin niin, mutta nykyaikainen urheilu tarkoittaa kuitenkin pää-asiallisesti enetämään ja wahwistamaan ruumiillista jäntewyyttä yleensä tahi lisätä woimaa johonkin erityiseen urheilu lajiin nähden.",,,,,
ilkka29051936,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1989269?term=V%C3%A4kikiven&page=6,,1936-05-29,2025-12-14,"Jo useita vuosikymmeniä takaperin, kun ei vielä urheilusta paljoakaan tiedetty, eli Evijärvellä nuorison keskuudessa kaikenlainen kilpailuharrastus. Väkikiven nosto ja puukellon soitto olivat tavallisimmat kilpailumuodot, joilla paremmuutta koeteltiin. Puukellon soitto olikin ihan välttämätöntä jokaiselle, sillä täytyihän miesten kyetä soittamaan kirkon isoakelloa, jota nykyisin nyitään vain kielestä. Usein olivatkin Evijärven miehet hämmästyttäneet ruotsalaisia kiskomalla Pietarsaaren isonkellon pystyyn kahden miehen voimalla, kun sensijaan ruotsalaisten parhaitakin miehiä tähän tarvittiin neljä. Kuitenkin oli siihen aikaan pääasiallisimpana ”urheilulajina” tappelu. Aivan samoin, kuin nykyään pelataan pesäpallokilpailuja, tahi käydään muita kylä- ja seura-otteluja, kävivät 19:en vuosisadan nuorukaiset hurjia kylätappeluita. ”Härmän häjyt” ja muut naapuripitäjien miehet saivat aina lähteä takaisin rusikoituna ja veressäpäin milloin uskalsivat tulla Evijärvelle mellastelemaan. Evijärveläisillä onkin sukupolvesta sukupolveen siirtyneenä perintönä vankka, voimakas ruumis, pitkät kädet ja peräänantamaton, oikea pohjalainen sisu. Tämän kaiken on kasvattanut karu, kivinen maa, joka on vaatinut voimakkaita lujatahtoisia miehiä, sitä pelloiksi raivattaessa.",,,,,
hameensanomat27061931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1822328?term=v%C3%A4kikive%C3%A4&page=4,,1931-06-27,2025-12-14,"Nätnä tähän motoksi lainatut säkeet ovat Heikki Seliinin, hämäläisen kansanrunoilijan, joka viime vuosisadan puolivälissä ja sen jälkeisinä vuosikymmeninä oli hyvin tunnettu merkkimies Hämeenlinnan ympäristöpitäjissä, varsinkin Tuuloksessa, Hauholla, Luopioisissa ja Lammilla. Tämä Heikki Manuopoika sovitteli sukuniraeään useampaankin tapaan, kirjoittaen milloin Henrikki Selin tai Heikki Selkänen, päätyen kuitenkin lopulta tuohon kansanomaiseen Heikki S elimiin, jolla 1 nimellä hänen muistonsa vieläkin elää paikkakunnan vanhemman polven mielessä.. Esitettäköön tässä vielä muutamia näytteitä näistä »Armätin» runoista. Esim, runossa »Väinämöisen matka» kuvataan kuinka muutamat Hämeen pitäjät ja järvet ovat nimensä saaneet. Runo alkaa näin;
»Ukko vanha Väinämöinen Pani omat paimenehen, Lapset lammasten ajohon, Karja kulki kaii'as koTsta, Lapin synkkihin saloihin. Tuli lempo lepikosta,
Kuiva noukika kuusikosta. Otti lapset orjiksensa, Kanto kauas kalliohon, . Jossa pani pakkotyöhön, Vakaset suureen vaivahan.' Vainen väänsi väkikiveä, Väinätär värttinätä.»",,,,,
liitto14121915,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1265825?term=w%C3%A4kikiwess%C3%A4%C3%A4n&page=4,,1915-12-14,2025-12-15,"Entisajan jättiläinen Haapa järweltä: 
Taru kerkoo Haapajärwen kirkon kylällä asuneen kaksisataa wuotta sitten talon isännän LLemetti Järwen pään, Alapellon talossa, mistä hänen jälkeläisensä eli sukunsa kertowat seuraawaa. Lemetti on jo nukkunut kuolonunta kaksisataa wuotta, mutta kuitenkin hänen woimansa jo wäkensä elää wielä hänen wäkikiwessään, mitä sijaitsee wanhan Istulan talon jo hajotetetun tuwan porraskiwenä. Kuitenkin Lemettiwainajan kunnioittajat owet nykyään ottaneet kiwen puutelain pääl le tarkastettawaksi. Kiwi on 6 kort telta pitkä, paksuus toiselta kantilta 4, totselta 3 kortielia. Paino arwioitu 400 kiloksi. Tämän kiwen ääressä sopisi aikalaistemme jättiläiswoimaisteu henkilöitten käydä Lemetti wainajan kanssa woimiaan mittaamassa, jotta saataisiin nähdä, owatko ihmis woimai 200 wuoden ajalla kehittyneet ylös wat alaspain. Kerran kun Lemetti oli ollut pilan nawettaa rakentamassa muiden seurakuntalaisten kanssa, niin eräs mies oli tuonut nawettaan wiittä syltä pitkää hirttä, mutta hewonen ei jaksanutkaan wetää perille, waan jäi hirsi pappilan notkon pohjaan. Tä män hawaittuaan meni Lemetti seukalaisteasa kanssa auttamaan kuormaa mäen päälle. Mutta kun Lemetti oli täynnä kunnianpyyntöä ja kiiwautta, niin sanoi towereillessa: menkäät kaksi teistä tuon hirren päälle, toinen toi seen ja toinen toiseen päähän, minä nostan tuon keskiä olkapäälleni ja wien nawetan seinälle. Ja niin urhea Lemetti tekikin.
Kerran L metti oli tawanaut wainionsa aidan takana parwen penroja, Lemetti nouti k tounsa keihäänsä ja meni ajamaan peureja ja kun oliwat Haapojärwen Sawinewan laidalle tulleet, niin oli Lemetti kaatanut 7 penraa.
Edellä kerrotut tapahtumat owat niin tuttuja, ettet niitä tarwuse pitää ämmäin loruna. Olen minäkin niitä kuullut jo 70 wuotta sitten esi isäini suusta. Matti Leipälä.",Lemmetin väkikivi,,,,
itasuomensanomat10031903,https://digi.kansalliskirjasto.fi/sanomalehti/binding/631977?term=w%C3%A4kikiwen&page=2,,1903-03-10,2025-12-15,"Lappeeiranta, laalisk. 14 p. 196.
Sananen urheiluata. Se, joka on liikkunut wanhemman kansan keskuudessa tietää, että wanhan kansan miehet harjoittiwat innokkaasti sellaisia urheilun lajeja kuin kilpasoutua, kilpajuoksuja, wäkikiwen nostoa, wäkikartun wetoa ja painimista, ja wanhemman polwen sitkeys ja kestäwyys, josta usein wieläkin näkee aiwan ihmeteltäwiä esimerkkejä, on epäilemättä johtunut siitä ruumista karkaisewasta urheilusta, jota se nuoruutensa päiwinä on harjoittanut. Ja jos missään niin sellaisessa karussa ja kyl mässä maassa kuin meidän tarwitseekin asukas woimakasta ja terwettä ruu mista kestääkseen niitä waikeuksia ja rasituksia, joita ilmanala ja karu luonto täällä aseltaa ihmkselle. Urheilun suhteen ollaan nykyään samalla kannalla, jota roomalainen Cicero aikoinaan ihmetteli ja iwasi kreikkalaisissa. „Mitä onkaan mies, jolla on härän woimat, mutta tyhä pää, sellaisten miesten kuin Platon ja Aristoteleen rinnalla?"" kysyy hän ja saman suuntaisia kysy myksiä woitaisiin tehdä monelle nykyaikaisellekin urheilusankarille.",,,,,
siirtolainen27061894,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2843599?term=v%C3%A4kikiven&page=8,,1894-06-27,2025-12-15,"Suomalaisten kansanjuhla viime sunnuntaina (juhannuspäivänä) Brooklynissa alloi koväp hyvillä toiveilla. Ilma, joka edellisinä päivinä oli ollut tukahduttavan kuuma, muuttui viileäksi. Juhlapaikka oli erittäin suomalaista seutua muistuttava: sievä lehkomctsä pienen lammen ympärillä. Sähkörautatie kulki aivan juhlapaikan (13 avenueu ja 68 kadun kulman) ohitse. Kilpailuja oli useampia: kilpa-ampumista, säkissäjuoksua, väkikiven nostoa, miesten ja notSten kilpajuoksua y.m.",,,,,
liitto28101922,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1432505?term=v%C3%A4kikiven&page=6,,1922-10-28,2025-12-15,"Voima kasvoi korven raadannassa ripevs hirven hlmdsmuu .ä kotiurheu luiden ohessa. Aivan yleisiä olivatkin
niin syli? kuin housunkauluspainit, väkikiven nostot, kissanhännän ja väkikartun vedot ynnä monet muut kotoiset mvllcrrvkset.",,,,,
savokarjala16081895,https://digi.kansalliskirjasto.fi/sanomalehti/binding/547670?term=w%C3%A4kikiwe%C3%A4&page=3,,1895-16-08,2025-12-15,"Hurjaa leikkiä. Toissa iltana kokoontui useampia nuoria miehiä muutaman talon pihamaalle Kuopion pitäjässä ja alkoiwat ajan kuluksi nostella niin sanotttua wäkikiweä. Woimansa takaa sitä jokainen koetti nostaa, eikä toinen tahtonut jäädä toistaan huonommaksi. Eräs renkimies, joka oli jo kylän keskuudessa wahwuudestaan tunnettu, tahtoi näyttää nytsuuria woimiaan ja asetti sentähden kaksi wankka kiweä päällekkäin. Paino nousi tosin, mutta tiukalle se nostajankin otti, koska häneltä ohimo repesi. — Eiköhän olisi selwempää moinen arwoton ottelu jättää hiukan helpommalle.",,,,,
vaasansanomat10061878,https://digi.kansalliskirjasto.fi/sanomalehti/binding/457179?term=woimamiehet&page=3,,1878-06-10,2025-12-15,"Sekä Grönlannin että muiden eskimoolaisten tykönä näyttää waan sillä olewan oikeutta päällikkyyteen, joka on osoittanut iisensä wäwimmäksi ja rohkeimmaksi. Heillä on muutamia perintömuistoina kulkewia sääntöjä leikeistä ja harjoituksista, joiden kautta tämä etewyys määrättiin. Tätä tapaa kesti wielä uudempana aikana, ja wieläkin on sen jäännöksiä jäljellä heidän ajoittain uudistuwissa huwituksissa. Painiminen, juoksu, sormitaikka käsiwarsi-koukun wetäminen, toinen toistansa sysiminen leualla istualta, lyöntien antaminen ja ottaminen wuoroin wasempaan olkaan, ampuminen pisimmälle ja lujimmalla jousella, raskaimman kiwen kantaminen pisimmän matkan — sellaiset harjoitukset kuuluiwat woiman näytteisin. Näinpä minäkin muutamia kiwiä, jotka muistona wielä owat samalla paikalla, johon woimamiehet ne kantoiwat. Päällikön arwon etewyysoikeuksiin kuului se epäiltäwä etu, että sai pitää niin monta waimoa, kuin woi elättää. Paitse sitä ei häntä erittäin pidetty muita parempana.",,,,,